ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
938,0,0.0,0,0.0,16,571.5,0.041666667,0.091666667,0.0,0.4,2,6,3,1,12,2,0,0
939,0,0.0,0,0.0,18,328.3214286000001,0.0,0.004419192,0.0,0.2,2,5,10,6,2,2,0,0
940,2,21.0,0,0.0,27,694.0,0.007142857,0.014285714,0.0,0.8,2,1,10,0,4,2,0,0
941,11,361.4761905,1,68.0,35,625.0856892999999,0.011149826000000002,0.02195122,6.072158537000001,0.0,2,1,10,5,4,2,1,0
942,2,40.0,1,93.66666667,54,2070.643939,0.003773585,0.016163522,0.0,0.0,2,5,9,6,7,2,0,0
943,0,0.0,0,0.0,10,174.08333330000005,0.06,0.07,0.0,0.0,8,1,10,4,8,2,1,0
944,0,0.0,0,0.0,17,437.1666667,0.011111111000000002,0.033333333,0.0,0.0,0,1,1,0,12,2,0,0
945,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,9,4,5,4,18,2,0,0
946,0,0.0,0,0.0,7,182.0,0.028571429,0.071428571,0.0,0.0,1,5,10,0,14,2,1,0
947,6,124.2,0,0.0,5,94.6,0.0,0.022222222000000003,0.0,0.0,8,3,3,5,3,1,0,1
948,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,3,3,3,12,1,0,0
949,2,34.91666667,1,33.5,21,496.48214289999993,0.008695652,0.025120773,0.0,0.0,9,5,10,0,4,2,0,0
950,0,0.0,0,0.0,82,1661.133333,0.02,0.034479167000000005,18.5845777,0.0,9,0,3,0,4,2,1,0
951,0,0.0,0,0.0,14,166.16666669999995,0.028571429,0.051190476,0.0,0.0,2,1,10,0,12,2,0,0
952,6,169.56666669999996,0,0.0,21,1853.535714,0.0,0.021727273,0.0,0.0,2,5,10,2,7,2,1,0
953,0,0.0,0,0.0,12,483.2916667,0.0,0.041666667,0.0,0.0,9,1,7,0,8,2,0,0
954,8,103.0,0,0.0,19,2081.5,0.0,0.01,24.54706296,0.0,8,1,10,6,4,1,1,1
955,0,0.0,0,0.0,13,266.8,0.0,0.015384615,0.0,0.0,4,1,7,3,7,2,0,0
956,1,0.0,0,0.0,14,503.63333330000006,0.013333333,0.033333333,0.0,0.0,5,1,10,4,4,2,0,0
957,0,0.0,0,0.0,6,306.25,0.053571429,0.052592593,0.0,0.0,8,5,10,0,14,2,0,0
958,3,73.0,0,0.0,9,2151.0,0.0,0.018181818,10.91300022,0.0,1,1,7,0,8,2,0,1
959,0,0.0,0,0.0,6,129.0,0.0,0.05,0.0,0.0,2,1,10,2,7,2,0,0
960,0,0.0,0,0.0,7,604.0,0.0,0.033333333,53.988,0.0,2,1,7,6,4,1,0,1
961,0,0.0,0,0.0,13,700.6666667000002,0.0,0.015384615,0.0,0.0,2,5,10,0,7,2,0,0
962,0,0.0,0,0.0,19,837.3666667,0.021052632,0.054586465999999986,0.0,1.0,2,3,3,6,12,2,1,0
963,0,0.0,0,0.0,5,1144.0,0.12,0.133333333,0.0,1.0,2,3,3,2,12,2,1,0
964,5,111.3,0,0.0,138,4172.115720000002,0.0,0.008337205,17.63434621,0.0,8,1,10,4,4,2,0,0
965,0,0.0,1,222.0,25,1545.833333,0.007692308,0.024358974,0.0,0.0,2,1,1,0,4,2,0,0
966,0,0.0,0,0.0,30,390.6666667,0.006666666999999999,0.056666667,0.0,0.0,1,1,8,1,8,2,0,0
967,2,197.5,0,0.0,17,820.5,0.011111111000000002,0.011111111000000002,0.0,0.0,9,3,3,0,11,2,0,0
968,0,0.0,0,0.0,9,464.0,0.0,0.022222222000000003,29.31555556,0.0,2,1,10,0,4,2,0,1
969,14,2137.112745,0,0.0,53,4223.409838000001,0.00877193,0.017126354,8.886648532999999,0.0,8,5,10,5,4,2,0,0
970,3,189.0,1,32.0,26,1517.9,0.0,0.007142857,34.34857143,0.0,2,1,10,3,8,1,0,1
971,0,0.0,1,929.0,75,4105.666667,0.002631579,0.017324561000000002,0.0,0.0,1,1,10,6,8,2,0,0
972,1,123.0,0,0.0,7,181.5,0.0,0.025,64.7325,0.0,1,1,10,0,4,1,1,1
973,0,0.0,0,0.0,6,279.0,0.0,0.033333333,0.0,0.0,9,3,10,6,5,2,1,0
974,1,8.0,0,0.0,28,643.875,0.0,0.003571429,0.0,0.6,2,1,1,0,4,1,0,0
975,0,0.0,1,0.0,16,503.0,0.0,0.037647059,0.0,0.0,8,1,10,0,8,2,0,0
976,6,107.04,3,53.2,114,5066.6611,0.006666666999999999,0.016180556000000002,0.0,0.0,8,5,10,6,12,2,1,0
977,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,9,3,3,0,12,2,0,0
978,0,0.0,0,0.0,63,1401.50873,0.0,0.003225806,88.95486906,0.0,8,3,3,0,13,2,0,1
979,2,95.3,0,0.0,14,262.587619,0.0125,0.004910714,0.0,0.0,8,3,3,2,4,1,0,0
980,9,183.3,2,34.0,45,2904.922294,0.0,0.011870748,0.0,0.0,9,3,3,0,11,2,1,0
981,0,0.0,0,0.0,5,672.5,0.0,0.04,0.0,0.0,1,1,10,0,8,2,0,0
982,12,139.3666667,0,0.0,13,139.43333330000002,0.0,0.0070175440000000006,47.30370179,0.0,7,5,10,0,3,1,1,0
983,3,119.5,0,0.0,24,347.9166667,0.0,0.008333333,0.0,0.0,9,3,3,6,8,2,0,0
984,3,61.5,0,0.0,6,794.5,0.0,0.022222222000000003,0.0,0.2,2,1,10,0,4,2,0,0
985,5,61.0125,0,0.0,51,1141.066667,0.003571429,0.011093074,0.0,0.0,9,1,10,1,4,1,0,0
986,0,0.0,0,0.0,39,1858.5666670000005,0.0,0.002564103,0.0,0.0,8,1,10,6,4,1,0,0
987,0,0.0,0,0.0,15,428.0,0.0,0.014285714,89.13481061,0.0,8,3,11,6,2,2,1,1
988,1,30.0,0,0.0,16,597.6,0.0,0.0125,0.0,0.0,1,3,3,6,4,2,0,0
989,0,0.0,0,0.0,14,731.5,0.014285714,0.042857143,0.0,0.0,8,1,10,2,4,1,0,1
990,0,0.0,0,0.0,2,34.2,0.0,0.1,0.0,0.0,6,1,10,0,4,2,0,0
991,0,0.0,0,0.0,2,121.0,0.0,0.05,0.0,0.0,2,5,10,0,12,2,0,0
992,7,84.66666667,2,60.0,110,5343.049577000002,0.00877193,0.029643028,0.0,0.8,2,3,3,0,4,2,0,0
993,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.2,2,1,10,5,14,2,0,0
994,0,0.0,0,0.0,12,366.5,0.0,0.016666667,287.9537928000001,0.0,9,1,10,0,4,1,0,1
995,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,2,5,10,1,14,2,1,0
996,1,6.0,0,0.0,6,45.5,0.05714285700000001,0.114285714,0.0,0.0,1,3,3,6,12,2,0,0
997,0,0.0,0,0.0,4,17.0,0.0,0.075,0.0,0.0,1,1,10,0,8,2,0,0
998,10,506.38839289999993,1,5.0,58,2528.287431,0.001318681,0.005582418,5.552517289,0.0,8,5,10,6,5,2,0,0
999,2,32.0,0,0.0,50,1245.3,0.004,0.020666667,7.146260888,0.0,1,1,10,3,19,2,1,0
1000,10,252.5,2,506.0,14,289.6666667,0.0,0.021212121,29.77418182,0.0,2,1,1,2,4,2,0,1
1001,0,0.0,0,0.0,7,330.1666667,0.0,0.021428571,0.0,0.0,9,5,10,4,4,2,0,0
1002,0,0.0,0,0.0,28,666.0,0.0,0.007142857,0.0,0.4,2,1,10,6,4,2,0,0
1003,2,32.5,0,0.0,12,239.75,0.0,0.005128205,0.0,0.4,2,1,1,0,3,1,0,0
1004,0,0.0,0,0.0,17,248.9,0.0,0.02745098,0.0,0.8,2,3,3,6,4,2,0,0
1005,0,0.0,0,0.0,7,152.75,0.014285714,0.047619048,0.0,0.0,9,5,10,6,4,1,0,0
1006,0,0.0,0,0.0,14,289.625,0.0,0.028571429,0.0,0.0,8,1,10,0,4,1,1,0
1007,7,204.5,2,37.0,52,1941.083333,0.01754386,0.029824561,0.0,0.0,2,1,10,5,14,2,0,0
1008,0,0.0,0,0.0,6,362.0,0.0,0.066666667,0.0,0.0,2,1,10,5,12,2,0,0
1009,1,20.0,0,0.0,38,1264.0,0.0,0.028947368,31.48142512,0.0,9,1,8,4,12,2,0,0
1010,4,33.0,0,0.0,19,502.45833330000005,0.0,0.011904762,0.0,0.0,1,1,10,0,8,2,0,0
1011,3,509.6666667,0,0.0,19,976.3382353,0.0,0.010454545,23.62159091,0.0,2,3,3,0,4,2,1,1
1012,5,72.57333333,10,208.6,27,1091.323333,0.005,0.029166667,0.0,0.0,6,1,10,0,4,2,0,1
1013,0,0.0,1,0.0,7,228.0,0.0,0.025,0.0,0.0,9,3,3,1,12,2,0,0
1014,4,53.4,0,0.0,4,53.4,0.0,0.025,0.0,0.0,7,3,3,3,3,1,0,0
1015,6,158.6704505,1,430.2,146,5602.0067119999985,0.002671513,0.00935218,6.711290592,0.0,8,1,4,3,4,2,0,1
1016,0,0.0,0,0.0,9,867.0,0.022222222000000003,0.051851852,0.0,0.0,8,3,3,0,12,2,0,0
1017,0,0.0,0,0.0,18,587.7333332999998,0.0,0.022222222000000003,32.52380772,0.0,8,1,10,3,7,2,1,1
1018,4,75.5,0,0.0,10,158.9733333,0.023076923,0.038461538,20.65287956,0.0,7,3,3,6,4,2,1,1
1019,4,106.0,0,0.0,6,180.4166667,0.0,0.025,0.0,0.0,8,5,8,6,4,1,0,0
1020,0,0.0,0,0.0,27,427.81666669999987,0.0,0.017283951000000002,0.0,0.0,8,1,10,0,8,2,0,0
1021,0,0.0,0,0.0,8,194.4,0.0,0.025,0.0,0.0,5,1,4,1,7,2,0,0
1022,0,0.0,0,0.0,8,244.0,0.025,0.075,0.0,0.0,1,5,10,0,12,2,0,0
1023,0,0.0,0,0.0,5,66.0,0.0,0.053333333,0.0,0.0,1,3,10,6,12,2,0,0
1024,2,126.0,0,0.0,2,14.35,0.0,0.05,0.0,0.0,5,5,10,1,3,1,1,0
1025,0,0.0,0,0.0,19,422.83333330000005,0.010526316,0.045614035,0.0,0.0,1,1,10,0,12,2,0,0
1026,7,161.25,1,0.0,32,1038.797619,0.0,0.015714286,59.96777143,0.2,2,3,3,2,4,2,0,1
1027,4,139.0,1,146.0,26,1740.45,0.016666667,0.03,0.0,0.0,2,3,3,1,4,2,1,0
1028,0,0.0,0,0.0,5,182.625,0.0,0.008,0.0,0.0,9,5,10,7,14,2,0,0
1029,0,0.0,0,0.0,24,724.7666667000002,0.030555556,0.037797619,0.0,0.0,8,5,10,0,12,2,1,0
1030,4,32.33333333,0,0.0,18,374.6,0.0,0.010526316,0.0,0.0,6,1,10,6,12,1,0,0
1031,0,0.0,0,0.0,13,1245.25,0.0,0.015384615,0.0,0.0,9,1,10,0,4,2,1,0
1032,0,0.0,0,0.0,20,593.7019802,0.0,0.005364455,20.82613173,0.0,8,1,7,5,3,2,1,1
1033,1,4.0,0,0.0,37,1828.375,0.0,0.013888889,8.258088766,0.0,8,0,3,5,12,2,0,1
1034,7,56.3,0,0.0,15,315.4,0.0,0.011111111000000002,0.0,0.0,7,1,10,0,4,1,0,0
1035,2,14.2,0,0.0,53,2016.5666670000005,0.003636364,0.036363636,8.154361332,0.0,3,1,10,6,12,2,0,1
1036,2,39.5,1,161.0,34,1406.209524,0.010810811000000002,0.021212121,23.60518919,0.2,2,1,10,7,7,2,0,1
1037,0,0.0,0,0.0,38,726.2761905,0.031578947,0.056052632000000005,0.0,1.0,2,1,10,2,14,2,1,0
1038,0,0.0,0,0.0,3,62.0,0.0,0.066666667,0.0,0.8,2,5,10,7,4,2,0,0
1039,0,0.0,0,0.0,25,612.5833332999998,0.008333333,0.0125,0.0,0.8,2,5,10,0,14,2,0,0
1040,1,0.0,0,0.0,20,2270.833333,0.0,0.023809524,10.23187302,0.0,1,1,10,6,2,2,0,1
1041,8,288.0875,0,0.0,20,326.9277778,0.033333333,0.059464286,0.0,0.0,9,5,10,0,8,2,1,0
1042,0,0.0,0,0.0,13,222.5,0.0,0.007692308,0.0,0.0,2,1,10,3,4,2,0,0
1043,1,5.0,0,0.0,7,228.0,0.0,0.028571429,0.0,0.0,2,3,3,6,12,2,0,0
1044,0,0.0,0,0.0,61,4501.4337,0.015,0.036678391,0.0,0.2,2,0,7,6,4,2,0,0
1045,3,52.4,0,0.0,25,324.2666667,0.0,0.032692308,0.0,0.0,6,1,10,0,3,2,0,0
1046,0,0.0,0,0.0,8,251.8,0.0,0.025,0.0,0.0,7,3,3,0,4,1,0,0
1047,0,0.0,0,0.0,9,348.75,0.0,0.02962963,0.0,0.0,9,1,7,0,8,2,0,0
1048,0,0.0,0,0.0,12,338.75,0.0,0.033333333,0.0,0.0,8,1,1,0,4,2,0,0
1049,4,36.3,2,11.0,71,3287.216667,0.031506849,0.055342465999999986,0.0,0.0,6,0,3,4,12,2,1,0
1050,9,257.0933333,2,39.4,98,3364.64045,0.029570957,0.034691241,35.03953094,0.0,6,5,10,7,14,2,0,0
1051,0,0.0,0,0.0,11,335.0,0.036363636,0.060606061,0.0,0.0,8,5,10,0,14,2,1,0
1052,8,186.5,0,0.0,57,1925.102381,0.005,0.0175,23.4154,0.0,2,1,10,6,2,2,0,0
1053,0,0.0,0,0.0,8,726.0,0.075,0.108333333,0.0,0.6,2,1,10,0,6,2,0,0
1054,0,0.0,0,0.0,72,2304.15,0.008450704,0.020355466000000003,3.178183427,0.0,8,5,10,0,4,2,0,1
1055,0,0.0,0,0.0,11,219.5,0.018181818,0.046060606,0.0,0.6,2,3,3,6,12,2,0,0
1056,4,52.0,0,0.0,16,360.0,0.0,0.010526316,0.0,0.0,2,1,10,0,17,1,0,0
1057,2,53.5,0,0.0,85,4478.699416,0.002352941,0.016205881999999998,0.0,0.0,8,1,10,0,4,2,0,1
1058,2,77.7,1,2.0,24,551.1583333,0.004166667,0.054444444,7.945368291,0.0,9,1,10,4,4,2,0,0
1059,6,302.0,0,0.0,18,834.6666667000002,0.004761905,0.021269841,0.0,0.0,1,3,3,0,19,2,1,0
1060,0,0.0,0,0.0,4,81.5,0.0,0.025,0.0,0.0,2,3,3,5,7,2,1,0
1061,1,27.5,0,0.0,20,922.7083332999997,0.0,0.00952381,103.1402899,0.0,9,1,10,1,4,1,0,1
1062,0,0.0,0,0.0,10,3291.0,0.02,0.058,0.0,0.0,2,5,10,0,14,2,0,0
1063,4,99.5,0,0.0,3,21.25,0.0,0.05,0.0,0.0,8,3,3,5,11,1,1,1
1064,11,211.0333333,3,173.2333333,62,1340.676667,0.000391389,0.019726027,17.42324027,0.0,5,1,10,3,4,2,0,0
1065,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.6,2,1,10,1,12,2,0,0
1066,0,0.0,0,0.0,7,126.0,0.028571429,0.05714285700000001,0.0,0.0,1,1,7,5,5,2,0,0
1067,2,229.5,0,0.0,31,1909.232143,0.0125,0.034375,17.15249937,0.0,9,1,10,6,11,2,0,1
1068,8,122.1,2,0.0,20,695.19375,0.012098765,0.05882132900000001,0.0,0.0,8,3,3,7,4,2,1,1
1069,1,19.2,0,0.0,3,60.6,0.0,0.033333333,0.0,0.0,7,1,10,1,2,1,0,0
1070,3,94.0,0,0.0,19,707.2666667000002,0.0,0.035714286,0.0,0.0,2,1,10,2,4,2,0,0
1071,1,77.0,1,335.0,33,3583.166667,0.02,0.045170068,11.15734286,0.0,2,1,10,6,15,2,1,0
1072,4,26.2,0,0.0,13,131.2,0.0,0.026666667,0.0,0.0,3,3,10,0,3,2,0,0
1073,9,178.5,0,0.0,10,558.0,0.011764706000000002,0.023529412000000003,0.0,0.0,8,1,7,0,15,2,0,0
1074,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,8,1,10,3,5,2,1,0
1075,4,98.5,0,0.0,9,281.75,0.0,0.030909091,0.0,0.0,9,3,3,6,4,2,0,0
1076,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,5,10,0,14,2,0,0
1077,0,0.0,0,0.0,5,120.79,0.0,0.00952381,11.80891356,0.0,3,1,10,0,4,2,0,1
1078,0,0.0,0,0.0,33,889.72,0.012121212,0.044444444000000013,0.0,0.0,8,1,10,6,8,2,0,0
1079,8,221.33,2,70.6,63,5245.277619,0.002739726,0.020091324,0.0,0.0,8,1,10,6,8,2,0,0
1080,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,3,10,0,8,2,0,0
1081,6,175.1,0,0.0,3,27.6,0.0,0.011111111000000002,0.0,0.0,4,1,4,6,3,1,0,0
1082,0,0.0,0,0.0,10,140.0,0.04,0.07,0.0,0.8,2,3,11,6,8,2,0,0
1083,0,0.0,0,0.0,5,99.66666667,0.0,0.04,0.0,0.6,2,1,10,8,7,2,0,0
1084,0,0.0,0,0.0,13,94.5,0.015384615,0.046153846,0.0,0.4,2,1,10,3,12,2,0,0
1085,0,0.0,2,27.0,40,735.5151515,0.0,0.015547416,0.0,0.0,9,5,10,6,4,2,0,0
1086,5,43.325,1,295.4,20,675.6846244,0.026634769,0.049669967,0.0,0.0,4,3,3,2,4,2,0,0
1087,0,0.0,0,0.0,37,4339.366667,0.009009009,0.036036036,13.6630847,0.0,6,1,10,2,8,2,0,0
1088,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,3,3,3,12,2,0,0
1089,6,92.57142857,1,793.8,38,2436.605534,0.0,0.035895135,27.31414742,0.0,4,1,4,0,4,2,0,0
1090,0,0.0,0,0.0,7,136.75,0.0,0.038095238,0.0,0.0,9,5,10,4,2,2,0,0
1091,4,118.0,3,67.0,44,1489.144444,0.004081633,0.014693878,0.0,0.0,1,5,10,1,8,2,1,0
1092,0,0.0,0,0.0,6,222.0,0.0,0.04,87.90296059999999,0.0,9,4,5,4,18,0,0,1
1093,7,117.6666667,0,0.0,74,1540.290115,0.00617284,0.016237506999999998,0.0,0.0,5,1,10,3,8,2,0,0
1094,0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,4,3,3,0,8,2,1,0
1095,3,78.0,0,0.0,11,369.1666667,0.0,0.023076923,0.0,0.0,1,5,10,6,8,2,1,0
1096,5,66.5,0,0.0,29,1141.175,0.010416667,0.025902778,0.0,0.0,8,5,10,0,4,2,0,0
1097,4,151.8,0,0.0,10,265.4,0.0,0.007692308,0.0,0.0,4,3,3,0,3,1,0,0
1098,2,33.0,0,0.0,25,1720.0,0.0,0.007692308,60.29018448,0.0,1,1,7,6,8,2,0,1
1099,0,0.0,0,0.0,8,96.0,0.025,0.05,0.0,0.0,8,1,1,4,18,2,0,0
1100,2,95.0,0,0.0,10,445.0,0.016666667,0.033333333,0.0,0.0,9,1,10,2,4,1,1,0
1101,11,167.4061355,0,0.0,49,1512.574405,0.0,0.007188359,0.0,0.0,8,3,3,6,4,1,0,0
1102,0,0.0,0,0.0,9,120.0,0.0,0.044444444000000013,0.0,0.8,2,1,1,4,4,2,0,0
1103,2,51.0,0,0.0,23,637.5,0.0,0.009090909,0.0,0.0,2,1,10,6,14,2,0,0
1104,0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,8,5,10,0,14,2,0,0
1105,8,77.0,0,0.0,36,2670.869444,0.0,0.018461538,13.99676923,0.0,2,1,7,3,4,2,0,0
1106,0,0.0,0,0.0,10,103.0,0.02,0.036666667,0.0,0.0,2,1,10,0,2,2,0,0
1107,0,0.0,0,0.0,27,190.25,0.016,0.04,0.0,0.2,2,1,10,6,12,2,0,0
1108,0,0.0,0,0.0,10,198.75,0.0,0.04,0.0,0.0,8,1,10,6,18,2,0,0
1109,0,0.0,0,0.0,7,271.5,0.0,0.028571429,0.0,0.0,8,4,10,6,4,2,0,0
1110,2,50.5,0,0.0,14,689.3833333,0.0,0.013333333,100.7776,0.0,2,1,10,6,4,2,0,1
1111,2,48.5,0,0.0,53,2438.075,0.005357143000000001,0.017261905,29.04476648,0.0,8,1,10,0,2,2,1,1
1112,2,173.0,0,0.0,7,224.0,0.066666667,0.111111111,0.0,0.0,2,5,10,7,4,2,0,0
1113,1,21.2,0,0.0,0,0.0,0.05,0.1,0.0,0.0,7,3,3,0,3,2,0,0
1114,0,0.0,1,9.0,30,1992.833333,0.0,0.003333333,9.227000967,0.0,1,1,1,0,12,2,0,1
1115,3,93.8,0,0.0,40,526.6853968,0.015609756,0.020412311,2.321264079,0.0,5,3,3,2,4,2,0,0
1116,1,12.0,0,0.0,11,213.0,0.05,0.066666667,0.0,0.0,8,1,10,2,14,2,1,0
1117,6,283.0166667,1,235.75,21,1338.933333,0.0,0.008695652,0.0,0.0,9,1,10,3,8,2,0,0
1118,0,0.0,0,0.0,14,655.1666667000002,0.0,0.007692308,0.0,0.0,2,1,10,3,7,2,1,0
1119,0,0.0,0,0.0,40,1411.833333,0.0,0.001282051,0.0,0.0,2,5,10,7,2,2,0,0
1120,0,0.0,0,0.0,16,370.6666667,0.033333333,0.051041667,0.0,0.0,9,5,10,5,12,2,0,0
1121,0,0.0,0,0.0,7,362.0,0.0,0.028571429,0.0,0.0,1,1,10,0,8,2,0,0
1122,5,46.8,0,0.0,33,743.2666667000002,0.005,0.021666667,0.0,0.0,8,1,10,2,8,2,1,0
1123,0,0.0,0,0.0,21,1050.25,0.0,0.028571429,0.0,0.0,8,1,10,1,4,2,1,0
1124,5,71.0,0,0.0,57,1422.909324,0.005263158,0.018891527,13.55041394,0.0,8,1,1,2,4,2,0,1
1125,9,234.4333333,0,0.0,20,590.5833332999998,0.025925926,0.040922619,0.0,0.0,8,1,10,3,8,2,0,0
1126,0,0.0,0,0.0,10,342.1666667,0.0,0.022222222000000003,51.176,0.0,2,1,10,0,8,2,0,1
1127,2,21.0,0,0.0,65,2881.133333,0.0,0.002985075,80.68062856,0.0,1,1,10,2,4,1,0,1
1128,8,101.1428571,0,0.0,109,1370.127838,0.004512398,0.019698317,0.0,0.0,4,1,10,0,12,2,0,0
1129,0,0.0,0,0.0,9,249.41,0.022222222000000003,0.005128205,0.0,0.0,8,3,10,0,7,2,0,0
1130,0,0.0,0,0.0,14,422.1666667,0.0,0.023809524,0.0,0.0,9,3,3,0,4,2,1,0
1131,2,100.0,1,12.0,44,1373.95,0.0,0.004545455,0.0,0.0,2,3,3,5,4,1,1,0
1132,0,0.0,0,0.0,6,671.6666667000002,0.0,0.016666667,0.0,0.0,2,1,1,6,12,2,0,0
1133,1,23.0,0,0.0,20,723.25,0.036363636,0.050606061,0.0,0.4,2,5,10,0,2,2,0,0
1134,0,0.0,0,0.0,30,480.25,0.007777778000000002,0.025,0.0,0.0,1,1,10,3,8,2,0,0
1135,4,39.48,0,0.0,33,549.78,0.0,0.005555556,0.0,0.0,6,5,10,2,8,1,0,0
1136,0,0.0,0,0.0,11,572.0,0.036363636,0.072727273,0.0,0.0,8,3,3,2,12,2,0,0
1137,4,31.0,4,106.0,27,825.1401515,0.006896551999999999,0.025517241,0.0,0.0,8,1,10,6,4,2,1,0
1138,6,134.36,0,0.0,22,568.9683332999998,0.017391304,0.021614907000000003,12.39204312,0.0,6,3,10,1,4,2,1,1
1139,0,0.0,2,7.0,11,192.75,0.0,0.034615385,0.0,0.6,2,1,10,0,12,2,0,0
1140,0,0.0,0,0.0,17,315.0,0.004166667,0.020625,0.0,0.2,2,1,10,6,7,2,0,0
1141,1,20.0,2,39.5,156,8613.257312,0.006289308,0.015117319,0.0,0.0,8,3,3,0,4,2,1,0
1142,8,47.0,0,0.0,18,1796.5833329999996,0.0,0.02173913,0.0,0.0,8,1,10,5,8,2,0,0
1143,4,41.2,1,0.0,15,142.4,0.022222222000000003,0.07777777799999999,0.0,0.0,4,3,3,2,4,2,0,0
1144,1,18.2,0,0.0,17,225.68,0.0,0.003703704,0.0,0.0,8,1,4,0,4,2,0,0
1145,7,294.0,0,0.0,7,639.0,0.0,0.018181818,0.0,0.0,9,1,1,4,5,2,0,0
1146,2,37.5,0,0.0,3,45.25,0.0,0.02,0.0,0.0,9,0,3,6,12,2,1,0
1147,0,0.0,0,0.0,69,3621.066667,0.0014925370000000002,0.02032147,0.0,0.0,8,1,3,0,4,2,0,1
1148,5,103.875,0,0.0,6,81.375,0.0,0.025,0.0,0.0,9,3,3,6,4,2,1,0
1149,0,0.0,0,0.0,22,850.2083332999997,0.0,0.016666667,0.0,0.0,1,3,3,0,4,2,0,0
1150,3,22.83333333,0,0.0,115,2625.009524,0.0,0.004013317,0.0,0.0,1,1,7,1,8,2,0,0
1151,4,159.0,0,0.0,3,64.75,0.0,0.014285714,0.0,0.0,1,3,3,0,4,2,0,0
1152,3,45.5,0,0.0,43,1738.25,0.006349206,0.03537415,0.0,0.0,2,1,7,3,12,2,0,0
1153,2,46.4,0,0.0,8,349.0,0.02,0.08,0.0,0.0,5,0,3,0,8,2,0,0
1154,1,10.0,0,0.0,12,220.2666667,0.0,0.02,60.622383,0.0,8,3,3,0,11,1,1,1
1155,0,0.0,0,0.0,35,2994.827381,0.0,0.01969697,0.0,0.0,8,1,10,0,4,2,1,0
1156,1,125.0,0,0.0,24,677.3333332999998,0.0,0.032,0.0,0.0,8,5,10,7,8,2,0,0
1157,0,0.0,0,0.0,12,640.375,0.023076923,0.041538462000000005,0.0,0.0,9,3,3,8,8,2,1,0
1158,1,48.0,0,0.0,52,2376.861905,0.016666667,0.045679012000000005,13.32592593,0.0,2,1,10,6,12,2,0,0
1159,0,0.0,0,0.0,24,1286.5,0.0,0.015277778,0.0,0.0,8,1,10,4,11,2,0,0
1160,2,223.75,3,165.0,51,2159.004167,0.013684211000000002,0.037347156,10.22993737,0.0,8,3,3,0,4,2,0,0
1161,6,294.0705128,6,1343.25,51,3472.8705130000008,0.011866969,0.037170572,0.0,0.0,8,1,10,0,4,2,0,0
1162,4,390.5,0,0.0,27,1285.583333,0.0,0.006896551999999999,14.67222588,0.0,9,1,10,7,4,2,0,1
1163,1,51.4,0,0.0,41,883.1395238,0.017948718,0.033333333,48.7880688,0.0,4,1,10,6,12,2,0,1
1164,5,20.0,0,0.0,72,3220.887143,0.024937343,0.061688596,0.975803268,0.0,7,0,3,5,8,2,0,0
1165,0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,5,10,6,14,2,0,0
1166,1,60.5,0,0.0,21,320.9833333,0.0,0.01,0.0,0.0,8,1,7,0,4,2,0,0
1167,4,155.5,0,0.0,13,474.83333330000005,0.0,0.00625,0.0,0.0,1,5,10,0,8,2,0,0
1168,1,57.5,0,0.0,22,353.1527778,0.0,0.009090909,0.0,0.0,8,3,10,0,4,1,0,0
1169,4,64.25,1,282.0,18,720.75,0.0,0.0035087720000000003,0.0,0.0,2,1,10,0,4,1,0,0
1170,0,0.0,0,0.0,7,289.5,0.0,0.014285714,0.0,0.0,1,3,3,0,8,2,1,0
1171,0,0.0,0,0.0,4,160.5,0.0,0.05,0.0,0.0,8,3,3,0,12,2,0,0
1172,5,376.8,3,105.6666667,6,441.4666667,0.0,0.003333333,0.0,0.0,1,1,10,0,8,2,0,0
1173,0,0.0,0,0.0,21,574.5333333,0.0,0.011578947,0.0,0.0,1,1,10,6,8,2,0,0
1174,3,84.5,0,0.0,6,53.375,0.05,0.035,0.0,0.0,8,3,3,6,5,2,1,0
1175,0,0.0,2,6.0,1,25.0,0.0,0.066666667,0.0,1.0,2,5,10,0,4,2,1,0
1176,8,275.75,1,97.0,204,5209.820361,0.002571429,0.015411986,0.0,0.0,8,1,10,0,4,2,0,0
1177,0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,0,1,10,3,8,2,0,0
1178,0,0.0,0,0.0,4,41.0,0.05,0.1,0.0,0.0,1,5,10,5,8,2,0,0
