,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,Revenue,nf1,nf2,nf3,nf4,nf5,nf6,p1,p2,p3,p4,p5,p6
954,0.4774975,0.33333334,0.069672674,0.0,0.0,0.34042552,0.086347066,0.0,0.0059852246,0.071622156,0.0,0.7777778,0.14285715,0.5833333,0.25,0.94736844,1.0,0.0,1.0,0.5556329,0.65218353,0.70214355,0.68300384,0.09676286,0.5410493,0.0027531034,0.001401936,0.0059379544,0.19047081,0.096991606,0.049390092
955,0.26791865,0.11111111,0.018977566,0.0,0.0,0.019858155,0.010498484,0.0,0.153125,0.0,0.0,0.8888889,0.42857143,0.25,0.75,0.21052632,1.0,1.0,0.0,0.15648827,0.6251732,0.57503015,0.47563612,0.65417415,0.60496897,0.0,0.0,0.0,0.25724575,0.007953534,0.00024590763
956,0.63407046,0.11111111,0.022655388,0.20833333,0.09531748,0.18014185,0.04023344,0.00128205,0.045982905,0.0,0.0,0.22222222,0.14285715,0.8333333,0.25,0.6315789,1.0,0.0,0.0,0.4354089,0.67401594,0.5826602,0.752241,0.27440587,0.40193626,0.0,0.0,0.0,0.0080807535,0.0066698943,0.005505365
957,0.793866,0.074074075,0.012357485,0.0,0.0,0.024113474,0.004309633,0.19999999,0.29999998,0.0,0.6,0.22222222,0.71428573,0.8333333,0.875,0.21052632,1.0,0.0,0.0,0.7408799,0.6411535,0.33750337,0.75539005,0.7702271,0.33295393,0.0,0.0,0.0,0.0080807535,0.0009594942,0.000113928625
958,0.31381264,0.074074075,0.009121001,0.0,0.0,0.1248227,0.083181925,0.08426966,0.09657028,0.08941367,0.0,0.8888889,0.71428573,0.8333333,0.0,0.21052632,1.0,0.0,1.0,0.7657608,0.29307124,0.86354566,0.56512517,0.42727372,0.48201138,0.0046644323,0.0008626819,0.001184888,0.25724575,0.04757734,0.008799379
959,0.66307366,0.037037037,0.020595808,0.0,0.0,0.034042552,0.0077636284,0.0,0.0108695645,0.0,0.0,0.22222222,0.42857143,0.25,0.0,0.21052632,0.5,0.0,0.0,0.44024286,0.19538847,0.34398046,0.5706965,0.8640833,0.6500131,0.0,0.0,0.0,0.0080807535,0.0013480347,0.00022487975
960,0.7254139,0.0,0.0,0.0,0.0,0.015602837,0.004932978,0.0,0.27272728,0.0,0.0,0.44444445,0.14285715,0.8333333,0.25,0.42105263,1.0,1.0,0.0,0.38739136,0.5850349,0.57062876,0.21500939,0.439657,0.2505931,0.0,0.0,0.0,0.0497243,0.0020935475,8.814484e-05
961,0.024336038,0.0,0.0,0.0,0.0,0.012765957,0.005095858,0.0,0.27777776,0.0,0.0,0.22222222,0.71428573,0.8333333,0.25,0.21052632,1.0,0.0,0.0,0.81759197,0.41524604,0.5867166,0.7443098,0.46046233,0.36575314,0.0,0.0,0.0,0.0080807535,0.00051081704,3.229081e-05
962,0.6231803,0.0,0.0,0.0,0.0,0.012765957,0.004185325,0.0,0.11111111,0.0,0.0,1.0,0.71428573,0.8333333,0.875,0.21052632,0.5,1.0,0.0,0.3607256,0.5532256,0.5363248,0.04258346,0.8878097,0.34013703,0.0,0.0,0.0,0.33302465,0.0060946452,0.00011153738
963,0.021669075,0.37037036,0.19539145,0.125,0.0072566806,0.03687943,0.023354245,0.10606061,0.14271285,0.07068787,0.0,0.8888889,0.71428573,0.8333333,0.0,0.94736844,1.0,0.0,0.0,0.8885972,0.3086179,0.7616788,0.5140583,0.31200993,0.41962817,0.0029669327,0.00016894857,8.9582165e-05,0.25724575,0.014648563,0.0008341455
964,0.43649295,0.0,0.0,0.0,0.0,0.0070921984,0.0011254656,0.0,0.25,0.0,0.0,1.0,0.71428573,0.8333333,0.0,0.21052632,1.0,0.0,0.0,0.7193176,0.31361374,0.82252306,0.4892574,0.4910401,0.48354965,0.0,0.0,0.0,0.33302465,0.0033954603,3.4619512e-05
965,0.18224247,0.25925925,0.023037883,0.20833333,0.04707036,0.12340426,0.021309808,0.021505374,0.040450588,0.10699383,0.6,0.22222222,0.14285715,0.8333333,0.75,0.21052632,1.0,0.0,1.0,0.64429754,0.60944986,0.27751157,0.9613297,0.5476044,0.4194348,0.0020733948,0.0012023066,0.0013763641,0.0080807535,0.004685814,0.002717179
966,0.24858318,0.14814815,0.035513055,0.0,0.0,0.0070921984,0.0011629811,0.0,0.11111111,0.0,0.0,0.7777778,0.14285715,0.8333333,0.25,0.15789473,0.5,0.0,0.0,0.6386356,0.3054369,0.6833383,0.6300823,0.7723771,0.73344296,0.0,0.0,0.0,0.19047081,0.0023395556,2.8736793e-05
967,0.84964997,0.0,0.0,0.125,0.05726894,0.032624114,0.019527089,0.07692307,0.14551282,0.053267814,0.0,0.5555556,0.71428573,0.8333333,0.75,0.36842105,1.0,0.0,0.0,0.8296256,0.6679971,0.6639027,0.506197,0.63876665,0.4809942,0.001190013,8.64655e-05,5.348661e-05,0.08625292,0.006267076,0.00045536127
968,0.44838315,0.074074075,0.0023538065,0.083333336,0.03538122,0.018439716,0.020102855,0.0625,0.09943181,0.0,0.0,0.5555556,0.14285715,0.8333333,0.75,0.21052632,1.0,0.0,0.0,0.6027363,0.7469119,0.68575186,0.7026109,0.47605667,0.6671023,0.0,0.0,0.0,0.08625292,0.0035669552,0.00014751
969,0.63395935,0.037037037,0.01618242,0.083333336,0.007060554,0.012765957,0.008566043,0.0,0.19999999,0.059976287,0.0,0.22222222,0.14285715,0.083333336,0.75,0.36842105,1.0,0.0,1.0,0.4881099,0.5619735,0.1705496,0.57369685,0.619359,0.75549525,0.0006808084,4.303665e-05,9.372716e-06,0.0080807535,0.00051081704,3.229081e-05
970,0.6995222,0.074074075,0.030893711,0.0,0.0,0.026950354,0.0075421827,0.0,0.041666664,0.0,0.0,0.22222222,0.71428573,0.8333333,0.75,0.21052632,0.5,1.0,0.0,0.3240161,0.58143604,0.46720836,0.06725084,0.7955464,0.24002466,0.0,0.0,0.0,0.0080807535,0.0010708901,0.00014191818
971,0.6100678,0.0,0.0,0.0,0.0,0.014184397,0.0032513451,0.0,0.11111111,0.43743736,0.0,1.0,0.14285715,0.8333333,0.0,0.21052632,0.5,0.0,1.0,0.7182559,0.16497953,0.7408994,0.65603197,0.9725348,0.61196136,0.09126581,0.0018545146,7.198409e-05,0.33302465,0.0067670364,0.00013750569
972,0.90454495,0.0,0.0,0.0,0.0,0.017021276,0.020117698,0.0,0.083333336,0.0,0.4,0.22222222,0.0,0.8333333,0.625,0.7368421,1.0,0.0,0.0,0.5499444,0.7418932,0.24100654,0.7666945,0.5173618,0.36964247,0.0,0.0,0.0,0.0080807535,0.0006796579,5.7164834e-05
973,0.24591622,0.11111111,0.005001839,0.0,0.0,0.10070922,0.032617662,0.02777778,0.09953704,0.0,0.0,1.0,0.14285715,0.8333333,0.375,0.6315789,1.0,0.0,0.0,0.5340441,0.5650974,0.6385779,0.6029155,0.17948148,0.68694174,0.0,0.0,0.0,0.33302465,0.046101727,0.0063820174
974,0.5191688,0.037037037,0.011033468,0.0,0.0,0.035460994,0.009274019,0.041666664,0.018749999,0.0,0.0,1.0,0.42857143,0.25,0.0,0.42105263,1.0,1.0,0.0,0.11889372,0.8247517,0.6105712,0.68262225,0.55656743,0.52972835,0.0,0.0,0.0,0.33302465,0.016742198,0.00084168295
975,0.92832536,0.0,0.0,0.0,0.0,0.04255319,0.0062056924,0.0,0.099999994,0.0,0.0,0.11111111,0.14285715,0.8333333,0.375,0.21052632,1.0,0.0,0.0,0.48572224,0.73729926,0.6006103,0.74741846,0.60604244,0.38439298,0.0,0.0,0.0,0.0011695914,0.0004626022,0.00018297054
976,0.76808536,0.0,0.0,0.0,0.0,0.07801419,0.0175001,0.027272724,0.044352617,0.0,0.0,0.8888889,0.42857143,0.25,0.0,0.6315789,1.0,0.0,0.0,0.52919036,0.2401836,0.33902904,0.2422492,0.6679051,0.6845993,0.0,0.0,0.0,0.25724575,0.030384896,0.003588949
977,0.7655295,0.037037037,0.0023538065,0.0,0.0,0.031205675,0.010930571,0.14285713,0.18849207,0.037480004,0.0,0.44444445,0.71428573,0.8333333,0.0,0.42105263,1.0,0.0,1.0,0.7307881,0.41437623,0.70910656,0.4981621,0.57444245,0.2993956,0.00049784395,4.1601972e-05,3.4743396e-05,0.0497243,0.004155175,0.0003472242
978,0.6389599,0.0,0.0,0.0,0.0,0.1106383,0.027850538,0.01602564,0.07905983,0.0,0.0,0.11111111,0.14285715,0.8333333,0.875,0.6315789,1.0,0.0,0.0,0.5393078,0.80509096,0.37823528,0.7716947,0.40196398,0.536542,0.0,0.0,0.0,0.0011695914,0.0011648658,0.0011601592
979,0.5441716,0.18518518,0.014711291,0.0,0.0,0.15035461,0.048382528,0.06306306,0.17342342,0.0,0.0,1.0,0.14285715,0.8333333,0.75,0.21052632,1.0,0.0,0.0,0.6332454,0.79439527,0.791617,0.6043332,0.36653244,0.65152645,0.0,0.0,0.0,0.33302465,0.067297176,0.013599324
980,0.38048673,0.18518518,0.021331372,0.0,0.0,0.022695035,0.018050697,0.02631579,0.13157895,0.0,0.0,0.22222222,0.14285715,0.083333336,0.0,0.21052632,1.0,1.0,0.0,0.07989866,0.73651314,0.52823585,0.5881116,0.4271187,0.30926102,0.0,0.0,0.0,0.0080807535,0.00090368505,0.00010106072
981,0.76819646,0.0,0.0,0.0,0.0,0.008510638,0.0014537264,0.0,0.16666666,0.0,0.0,0.11111111,0.42857143,0.8333333,0.875,0.21052632,1.0,0.0,0.0,0.72758484,0.7516229,0.57284576,0.70429945,0.660368,0.39578772,0.0,0.0,0.0,0.0011695914,9.407501e-05,7.5668363e-06
982,0.9875542,0.14814815,0.017947774,0.0,0.0,0.026950354,0.0094883,0.0,0.13492063,0.060898516,1.0,0.0,0.42857143,0.25,0.375,0.36842105,1.0,1.0,1.0,0.4256083,0.9698796,0.31379974,0.56647164,0.096359715,0.21801582,0.0,9.293739e-05,4.1808136e-05,0.0,0.0,0.0
983,0.060562287,0.037037037,0.009856565,0.041666668,0.0061779846,0.03971631,0.022216221,0.022988506,0.20114943,0.0,0.0,1.0,0.14285715,0.8333333,0.0,0.42105263,1.0,1.0,0.0,0.37084728,0.25664946,0.61711437,0.29930684,0.7406482,0.33920822,0.0,0.0,0.0,0.33302465,0.018712658,0.0010514645
984,0.098122016,0.18518518,0.050856713,0.0,0.0,0.04680851,0.031306926,0.0,0.14783284,0.062974975,0.0,0.8888889,0.14285715,0.8333333,0.0,0.7894737,1.0,0.0,0.0,0.5448182,0.28559595,0.6559038,0.6513088,0.08374525,0.55369836,0.002372066,0.00017062022,0.00012780412,0.25724575,0.018503414,0.0013309311
985,0.6204023,0.0,0.0,0.0,0.0,0.012765957,0.014909814,0.0,0.057142857,0.32240787,0.0,0.22222222,0.71428573,0.8333333,0.0,0.15789473,1.0,1.0,1.0,0.5057939,0.38620678,0.4823906,0.086857185,0.5751211,0.155565,0.015671307,0.0009906467,4.4968212e-05,0.0080807535,0.00051081704,3.229081e-05
986,0.5451717,0.0,0.0,0.0,0.0,0.03687943,0.010250855,0.01923077,0.068910256,0.0,0.0,0.11111111,0.42857143,0.25,0.875,0.6315789,1.0,0.0,0.0,0.6485223,0.40175554,0.08102671,0.5841297,0.72397745,0.70695364,0.0,0.0,0.0,0.0011695914,0.00040202434,0.00013818804
987,0.8882098,0.0,0.0,0.0,0.0,0.009929078,0.0023017335,0.14285713,0.22857143,0.0,0.0,0.11111111,0.42857143,0.25,0.125,0.6315789,1.0,0.0,0.0,0.49196017,0.23812412,0.11595797,0.45018506,0.6819034,0.49935418,0.0,0.0,0.0,0.0011695914,0.0001096774,1.02849e-05
988,0.6414046,0.0,0.0,0.0,0.0,0.04255319,0.0073327213,0.0,0.074999996,0.0,0.0,0.44444445,0.14285715,0.083333336,0.25,0.36842105,1.0,0.0,0.0,0.37798002,0.3371736,0.24176605,0.5212521,0.5942297,0.72662425,0.0,0.0,0.0,0.0497243,0.0056350445,0.0006385957
989,0.4381598,0.074074075,0.009415226,0.0,0.0,0.015602837,0.0024359035,0.0,0.17307693,0.0,0.2,0.22222222,0.14285715,0.8333333,0.75,0.36842105,1.0,0.0,0.0,0.5939113,0.6916953,0.33665955,0.79785985,0.54628754,0.4501702,0.0,0.0,0.0,0.0080807535,0.0006234547,4.810143e-05
990,0.9133237,0.0,0.0,0.0,0.0,0.008510638,0.001991449,0.0,0.0,0.0,0.0,0.5555556,0.42857143,0.25,0.875,0.21052632,1.0,0.0,0.0,0.60985273,0.42995787,0.1563879,0.40040192,0.74411917,0.84554005,0.0,0.0,0.0,0.08625292,0.0016543751,3.1731764e-05
991,0.56395155,0.037037037,0.010886355,0.0,0.0,0.032624114,0.028402375,0.26666668,0.3684807,0.0,0.0,0.22222222,0.71428573,0.8333333,0.0,0.7368421,1.0,0.0,0.0,0.7871288,0.4052204,0.5616344,0.4988282,0.50608826,0.2558883,0.0,0.0,0.0,0.0080807535,0.0012927571,0.00020681504
992,0.067563064,0.0,0.0,0.0,0.0,0.0070921984,0.0016178568,0.0,0.19999999,0.0,0.0,1.0,0.42857143,0.25,0.25,0.21052632,1.0,1.0,0.0,0.10760542,0.6404806,0.53769356,0.63113016,0.6293016,0.57357144,0.0,0.0,0.0,0.33302465,0.0033954603,3.4619512e-05
993,0.019335482,0.037037037,0.012063258,0.0,0.0,0.012765957,0.0049223485,0.0,0.19999999,0.0,0.0,0.11111111,0.42857143,0.25,0.125,1.0,0.5,1.0,0.0,0.17712523,0.66647905,0.50869125,0.63223743,0.24877772,0.4223645,0.0,0.0,0.0,0.0011695914,0.00014081653,1.6954034e-05
994,0.70930105,0.0,0.0,0.0,0.0,0.0014184397,0.0,1.0,1.0,0.0,0.0,0.11111111,0.71428573,0.8333333,0.0,0.6315789,1.0,1.0,0.0,0.39834386,0.8832097,0.29756793,0.3637624,0.52911747,0.35865793,0.0,0.0,0.0,0.0011695914,1.5735077e-05,2.1169154e-07
995,0.29147682,0.11111111,0.023538066,0.041666668,0.0082373135,0.05815603,0.018653551,0.0048780497,0.0902439,0.02267742,0.0,0.22222222,0.14285715,0.8333333,0.0,0.36842105,1.0,0.0,0.0,0.47103518,0.35112822,0.60675704,0.84176695,0.36891335,0.44489002,0.0001009054,2.8424474e-05,7.165378e-05,0.0080807535,0.0022763016,0.0006412211
996,0.7508612,0.0,0.0,0.0,0.0,0.022695035,0.015322745,0.0,0.19999999,0.0,0.0,0.11111111,0.14285715,0.8333333,0.25,0.6315789,1.0,0.0,0.0,0.43365866,0.6420191,0.45259562,0.71617174,0.40240762,0.40549034,0.0,0.0,0.0,0.0011695914,0.00024911814,5.3061136e-05
997,0.09245472,0.0,0.0,0.0,0.0,0.014184397,0.003824499,0.024999999,0.325,0.0,0.0,1.0,0.42857143,0.25,0.0,0.42105263,1.0,0.0,0.0,0.6015389,0.14534242,0.3353426,0.40947083,0.40793455,0.68136245,0.0,0.0,0.0,0.33302465,0.0067670364,0.00013750569
998,0.72308034,0.0,0.0,0.0,0.0,0.019858155,0.006720228,0.07142857,0.16666666,0.0,0.0,0.8888889,0.42857143,0.9166667,0.25,0.7894737,1.0,0.0,0.0,0.9088305,0.4350762,0.72409713,0.35915,0.5798286,0.43065262,0.0,0.0,0.0,0.25724575,0.007953534,0.00024590763
999,0.61040115,0.4074074,0.14837317,0.041666668,0.0,0.082269505,0.03831364,0.061827954,0.113849424,0.0,0.0,1.0,0.71428573,0.8333333,0.0,0.42105263,1.0,0.0,0.0,0.82044643,0.42582867,0.8740337,0.50983244,0.39399943,0.35228437,0.0,0.0,0.0,0.33302465,0.037984747,0.0043325345
1000,0.32125792,0.0,0.0,0.0,0.0,0.015602837,0.011747047,0.090909086,0.12121212,0.0,0.0,0.22222222,0.14285715,0.8333333,0.0,0.7368421,1.0,0.0,0.0,0.45215437,0.3856517,0.43589935,0.7628014,0.23939462,0.44234258,0.0,0.0,0.0,0.0080807535,0.0006234547,4.810143e-05
1001,0.96432936,0.22222222,0.03613093,0.0,0.0,0.009929078,0.0027417592,0.0,0.090909086,0.0,0.0,0.8888889,0.14285715,0.5833333,1.0,0.21052632,0.5,0.0,0.0,0.74038285,0.5879612,0.7001298,0.58471084,0.8713773,0.69746625,0.0,0.0,0.0,0.25724575,0.003996316,6.2082814e-05
1002,0.045005,0.14814815,0.02471497,0.125,0.040009808,0.04539007,0.007479657,0.3529412,0.38921568,0.0,0.0,0.22222222,0.71428573,0.8333333,0.125,0.10526316,1.0,0.0,0.0,0.75203645,0.33507034,0.5431257,0.68539757,0.4841689,0.36230606,0.0,0.0,0.0,0.0080807535,0.0017875347,0.0003954186
1003,0.04600511,0.037037037,0.010082138,0.083333336,0.008315764,0.011347517,0.03749624,0.0,0.11111111,0.0,0.0,0.33333334,0.0,0.25,0.0,0.6315789,1.0,0.0,0.0,0.4182731,0.2234201,0.30309606,0.6397702,0.41808125,0.59931874,0.0,0.0,0.0,0.02380886,0.0009338447,3.662779e-05
1004,0.65262806,0.18518518,0.028047075,0.0,0.0,0.021276595,0.011624601,0.049999997,0.14999999,0.06746951,0.0,0.22222222,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,1.0,0.48604733,0.47091147,0.69350404,0.8041407,0.43842793,0.3023987,0.00085543876,8.9748544e-05,2.8939916e-05,0.0080807535,0.0008477939,8.894647e-05
1005,0.50083345,0.0,0.0,0.0,0.0,0.0014184397,0.0,1.0,1.0,0.0,0.6,0.22222222,0.71428573,0.8333333,0.0,0.7368421,1.0,0.0,0.0,0.7381974,0.41571096,0.24658023,0.5701665,0.54104155,0.20670594,0.0,0.0,0.0,0.0080807535,5.707956e-05,4.0318966e-07
1006,0.7906434,0.0,0.0,0.0,0.0,0.11914894,0.0765137,0.013414635,0.1422333,0.0,0.0,0.8888889,0.14285715,0.8333333,0.75,0.42105263,1.0,1.0,1.0,0.33125204,0.65454847,0.6383438,0.20492776,0.7326425,0.4535398,0.0,0.0,0.0,0.25724575,0.04553191,0.008059044
1007,0.7440827,0.22222222,0.03433538,0.0,0.0,0.24255319,0.14702703,0.04156614,0.14128084,0.0,0.0,1.0,0.71428573,0.8333333,0.75,0.21052632,1.0,0.0,1.0,0.8242006,0.70442224,0.797149,0.5486087,0.4942758,0.51171035,0.0,0.0,0.0,0.33302465,0.104339175,0.03269026
1008,0.6440716,0.33333334,0.07488047,0.0,0.0,0.03687943,0.011133847,0.03030303,0.14141414,0.005993553,0.0,0.6666667,0.14285715,0.5833333,0.625,0.6315789,1.0,0.0,0.0,0.5781769,0.75078523,0.60020816,0.6665632,0.1672157,0.5583116,1.8241159e-05,1.2932304e-06,7.837585e-06,0.13329633,0.009450215,0.00066998514
1009,0.6860762,0.0,0.0,0.0,0.0,0.015602837,0.007930364,0.0,0.090909086,0.0,0.0,0.22222222,0.14285715,0.083333336,0.0,0.6315789,1.0,0.0,0.0,0.34934822,0.31973544,0.30314934,0.5456876,0.5950525,0.60893226,0.0,0.0,0.0,0.0080807535,0.0006234547,4.810143e-05
1010,0.43682632,0.074074075,0.06196396,0.0,0.0,0.0056737587,0.0015256312,0.0,0.083333336,0.0,0.0,0.8888889,0.71428573,0.8333333,0.375,0.10526316,0.5,1.0,0.0,0.39843392,0.44576272,0.5513547,0.05477977,0.9157613,0.33257407,0.0,0.0,0.0,0.25724575,0.0022884484,2.0357948e-05
1011,0.18835427,0.0,0.0,0.0,0.0,0.0028368793,0.0006877845,0.0,0.5,0.0,0.0,0.22222222,0.14285715,0.8333333,0.75,0.10526316,1.0,0.0,0.0,0.6276994,0.5497436,0.42655855,0.6475812,0.6225756,0.5851654,0.0,0.0,0.0,0.0080807535,0.00011407355,1.6103417e-06
1012,0.88409823,0.074074075,0.024008825,0.0,0.0,0.0014184397,0.0004251759,0.0,0.19999999,0.0,0.0,0.7777778,0.71428573,0.8333333,0.75,0.15789473,0.5,0.0,1.0,0.80625904,0.5177995,0.75581646,0.52066475,0.7702188,0.6401529,0.0,0.0,0.0,0.19047081,0.0004692436,1.1560277e-06
1013,0.3812646,0.0,0.0,0.125,0.013454278,0.19432624,0.06324064,0.049965493,0.10855284,0.0,0.0,0.8888889,0.42857143,0.8333333,0.0,0.21052632,1.0,0.0,0.0,0.66605204,0.2591673,0.9185447,0.56797177,0.37594783,0.5051959,0.0,0.0,0.0,0.25724575,0.07182876,0.020056194
1014,0.9805534,0.074074075,0.010003678,0.0,0.0,0.011347517,0.005596065,0.0,0.099999994,0.0,0.0,0.11111111,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,0.0,0.3997074,0.5083079,0.64555454,0.7641343,0.47636333,0.194726,0.0,0.0,0.0,0.0011695914,0.00012525788,1.3414544e-05
1015,0.20802312,0.0,0.0,0.0,0.0,0.05248227,0.046284325,0.1846847,0.31006005,0.0,0.0,0.7777778,0.42857143,0.25,0.0,0.42105263,1.0,0.0,0.0,0.6021411,0.15460981,0.29595906,0.38623,0.39972004,0.65734595,0.0,0.0,0.0,0.19047081,0.016933367,0.0015054218
1016,0.25513947,0.14814815,0.039367415,0.0,0.0,0.014184397,0.0046816245,0.36111113,0.31547618,0.0,0.0,0.44444445,0.42857143,0.9166667,0.375,0.42105263,1.0,0.0,0.0,0.7613498,0.36891234,0.552796,0.62406147,0.4563504,0.42047676,0.0,0.0,0.0,0.0497243,0.0019045543,7.294879e-05
1017,0.9669963,0.037037037,0.016035307,0.0,0.0,0.04964539,0.019806046,0.02777778,0.10648148,0.032848682,0.0,1.0,0.14285715,0.8333333,0.75,0.2631579,1.0,1.0,0.0,0.30908963,0.66482604,0.657119,0.19607812,0.7515757,0.44092166,0.0007240819,5.0614817e-05,7.587732e-05,0.33302465,0.023279108,0.0016272577
1018,0.007334148,0.037037037,0.0055902908,0.0,0.0,0.056737587,0.02127703,0.024999999,0.112500004,0.0,0.0,0.11111111,0.0,0.25,0.625,0.6315789,1.0,1.0,0.0,0.114984326,0.593502,0.46433562,0.5000746,0.41916597,0.37622333,0.0,0.0,0.0,0.0011695914,0.0006126155,0.00032087934
1019,0.5968441,0.0,0.0,0.0,0.0,0.021276595,0.004660782,0.06666666,0.22222222,0.0,0.4,0.22222222,0.14285715,0.33333334,0.5,0.6315789,1.0,0.0,0.0,0.52812976,0.63685125,0.1418356,0.7365636,0.6470219,0.43094337,0.0,0.0,0.0,0.0080807535,0.0008477939,8.894647e-05
1020,0.52883655,0.037037037,0.0035307098,0.083333336,0.015493994,0.032624114,0.0076398794,0.0,0.07638889,0.0,0.0,1.0,0.14285715,0.8333333,0.0,0.42105263,1.0,1.0,0.0,0.38516653,0.32362565,0.7304768,0.2278622,0.63259053,0.38671485,0.0,0.0,0.0,0.33302465,0.015424105,0.0007143707
1021,0.1117902,0.0,0.0,0.0,0.0,0.019858155,0.0045272633,0.0,0.14285713,0.0,0.0,0.8888889,0.14285715,0.8333333,0.0,0.21052632,0.5,1.0,0.0,0.29600215,0.30747503,0.66647047,0.11958116,0.86008215,0.32285744,0.0,0.0,0.0,0.25724575,0.007953534,0.00024590763
1022,0.2482498,0.037037037,0.009121001,0.0,0.0,0.014184397,0.005424119,0.0,0.11111111,0.0,0.0,0.22222222,0.42857143,0.25,0.0,0.42105263,1.0,1.0,0.0,0.09296995,0.69826794,0.5119878,0.63122845,0.31763858,0.43602505,0.0,0.0,0.0,0.0080807535,0.0005671729,3.9808805e-05
1023,0.04589399,0.0,0.0,0.041666668,0.02686933,0.082269505,0.016669298,0.001046245,0.17475131,0.0,0.0,0.33333334,0.71428573,0.8333333,0.75,0.10526316,1.0,0.0,0.0,0.8407672,0.5106686,0.53995764,0.8124793,0.5613282,0.46030444,0.0,0.0,0.0,0.02380886,0.006543107,0.0017981647
1024,0.3291477,0.18518518,0.015593968,0.0,0.0,0.053900708,0.03511088,0.08461539,0.069658116,0.0,0.2,0.22222222,0.42857143,0.25,0.75,0.6315789,1.0,0.0,0.0,0.67713374,0.36488843,0.08138832,0.5935314,0.69642454,0.76590586,0.0,0.0,0.0,0.0080807535,0.0021140378,0.0005530617
1025,0.1477942,0.0,0.0,0.0,0.0,0.008510638,0.003014919,0.0,0.083333336,0.0,0.0,1.0,0.5714286,0.41666666,0.5,0.94736844,0.0,0.0,0.0,0.5909181,0.3619676,0.64732224,0.37434947,0.5911319,0.9292005,0.0,0.0,0.0,0.33302465,0.004071637,4.9780785e-05
1026,0.68240917,0.0,0.0,0.0,0.0,0.13617021,0.044670235,0.011968086,0.09871454,0.0,0.0,0.8888889,0.71428573,0.8333333,0.0,0.10526316,1.0,1.0,0.0,0.5560721,0.37658828,0.61063355,0.107623346,0.8137337,0.3142283,0.0,0.0,0.0,0.25724575,0.051637378,0.010365259
1027,0.58150905,0.0,0.0,0.0,0.0,0.0028368793,0.0,1.0,1.0,0.0,0.0,0.22222222,0.14285715,0.8333333,0.0,0.6315789,1.0,0.0,0.0,0.61863226,0.49050334,0.32460362,0.4774489,0.31384814,0.28011838,0.0,0.0,0.0,0.0080807535,0.00011407355,1.6103417e-06
1028,0.3869319,0.037037037,0.01424053,0.0,0.0,0.031205675,0.042320427,0.0,0.04861111,0.0,0.0,0.6666667,0.71428573,0.8333333,0.0,0.42105263,1.0,1.0,0.0,0.5199906,0.3029262,0.5398105,0.13656124,0.79870516,0.3843583,0.0,0.0,0.0,0.13329633,0.008018424,0.0004823473
1029,0.8979887,0.037037037,0.0014711291,0.0,0.0,0.018439716,0.008528082,0.06666666,0.10392157,0.09070953,0.0,0.11111111,0.14285715,0.8333333,0.75,0.21052632,1.0,1.0,1.0,0.24185449,0.69782984,0.5601805,0.1742681,0.50184745,0.29412782,0.0007943324,0.00013775457,2.8988494e-05,0.0011695914,0.00020283269,3.517561e-05
1030,0.58906543,0.0,0.0,0.0,0.0,0.022695035,0.0029817023,0.0,0.09375,0.0,0.0,0.22222222,0.14285715,0.8333333,0.0,0.36842105,1.0,0.0,0.0,0.3785312,0.41454035,0.5742938,0.7321541,0.38441223,0.33599097,0.0,0.0,0.0,0.0080807535,0.00090368505,0.00010106072
1031,0.85387266,0.0,0.0,0.0,0.0,0.032624114,0.014088119,0.0,0.086956516,0.0,0.0,1.0,0.42857143,0.25,0.0,0.21052632,0.5,1.0,0.0,0.021969402,0.79952395,0.707101,0.62525177,0.5625632,0.5126431,0.0,0.0,0.0,0.33302465,0.015424105,0.0007143707
1032,0.1501278,0.11111111,0.02221405,0.041666668,0.0,0.18439716,0.07404763,0.03030303,0.057379823,0.15201828,0.0,0.8888889,0.14285715,0.8333333,0.0,0.21052632,1.0,0.0,1.0,0.5603927,0.34484535,0.90883386,0.7130996,0.294178,0.61728054,0.012736706,0.003389185,0.0040530222,0.25724575,0.06845204,0.018214805
1033,0.026780754,0.11111111,0.02336153,0.0,0.0,0.015602837,0.006158798,0.0,0.02777778,0.0,0.0,0.5555556,0.71428573,0.8333333,0.75,0.42105263,1.0,1.0,0.0,0.37507182,0.46877676,0.37185746,0.22647463,0.8416292,0.3269162,0.0,0.0,0.0,0.08625292,0.0030224065,0.00010590878
1034,0.97088563,0.0,0.0,0.0,0.0,0.017021276,0.0054553817,0.33333334,0.44444445,0.0,0.0,0.22222222,0.14285715,0.8333333,0.5,0.7368421,1.0,0.0,0.0,0.5555788,0.6966844,0.36277783,0.5882015,0.4400558,0.4045033,0.0,0.0,0.0,0.0080807535,0.0006796579,5.7164834e-05
1035,0.46916324,0.18518518,0.010847124,0.0,0.0,0.17446809,0.060756747,0.01045296,0.07781649,0.0,0.0,0.33333334,0.14285715,0.8333333,0.0,0.36842105,1.0,0.0,0.0,0.46944386,0.41497588,0.69033873,0.7940693,0.28387973,0.42543286,0.0,0.0,0.0,0.02380886,0.013309237,0.00743991
